,imdb_score,director_name,movie_title
1236,5.8,Mathieu Kassovitz,Gothika
268,5.8,Frank Coraci,Around the World in 80 Days
1862,5.8,Ronny Yu,Freddy vs. Jason
706,5.8,Mark Dindal,Chicken Little
2965,5.8,Randall Wallace,Heaven Is for Real
494,5.8,George Miller,Babe: Pig in the City
4336,5.8,John Sayles,Amigo
3034,5.8,Christopher Cain,September Dawn
615,5.8,Mikael Salomon,Hard Rain
4692,5.8,Ari Kirschenbaum,Fabled
2709,5.8,Anthony Silverston,Khumba
133,5.8,Jonathan Liebesman,Wrath of the Titans
1251,5.8,Kelly Makin,Mickey Blue Eyes
3632,5.8,Henry Joost,Paranormal Activity 3
1244,5.8,Anne Fletcher,The Guilt Trip
3043,5.8,Robert Iscove,She's All That
4209,5.8,Hue Rhodes,Saint John of Las Vegas
1878,5.8,James Wong,Final Destination 3
4321,5.8,Maggie Carey,The To Do List
3531,5.8,Spike Lee,School Daze
2157,5.8,Robin Budd,Return to Never Land
514,5.8,Stephen Norrington,The League of Extraordinary Gentlemen
244,5.8,Roger Donaldson,Dante's Peak
191,5.8,Darren Aronofsky,Noah
2043,5.8,Steven Soderbergh,Haywire
3560,5.8,David Atkins,Novocaine
1294,5.8,Danny DeVito,Duplex
1305,5.8,Pierre Morel,The Gunman
3577,5.8,Perry Lang,Men of War
3585,5.8,Kate Barker-Froyland,Song One
261,5.8,Robert Schwentke,Allegiant
256,5.8,Michel Gondry,The Green Hornet
2984,5.8,Oliver Parker,St. Trinian's
4256,5.8,Pascal Arnold,One to Another
1285,5.8,Stephen Herek,Life or Something Like It
2394,5.8,Richard Fleischer,Conan the Destroyer
3019,5.8,David Hackl,Saw V
504,5.8,Brad Peyton,Journey 2: The Mysterious Island
144,5.8,Joe Wright,Pan
1301,5.8,Jean-Marie Poiré,Just Visiting
1391,5.8,,Rush Hour
2234,5.8,Paul Abascal,Paparazzi
579,5.8,Rob Cohen,xXx
1233,5.8,Paul Weiland,Made of Honor
1897,5.8,Malcolm D. Lee,Undercover Brother
487,5.8,Rob Cohen,Daylight
1406,5.8,Roger Donaldson,Species
4836,5.8,Jamaa Fanaka,Penitentiary
1907,5.8,Andrzej Bartkowiak,Cradle 2 the Grave
2918,5.8,Sanaa Hamri,Just Wright
136,5.8,Joe Johnston,The Wolfman
3061,5.8,Marcus Raboy,Friday After Next
491,5.8,Rob Marshall,Nine
3478,5.8,Jackie Earle Haley,Criminal Activities
732,5.8,Renny Harlin,Deep Blue Sea
2143,5.8,Paul W.S. Anderson,Mortal Kombat
3450,5.8,John Stephenson,The Christmas Candle
594,5.8,Jonathan Liebesman,Battle Los Angeles
210,5.8,Louis Leterrier,Clash of the Titans
2359,5.7,Danny Pang,Out of Inferno
2750,5.7,Tom Holland,Thinner
1328,5.7,Jonathan Lynn,Sgt. Bilko
4829,5.7,Nathan Smith Jones,The Work and the Story
2241,5.7,Nimród Antal,Armored
465,5.7,Ivan Reitman,Six Days Seven Nights
950,5.7,Andy Fickman,Race to Witch Mountain
4030,5.7,Whit Stillman,Damsels in Distress
1918,5.7,David Gordon Green,The Sitter
4531,5.7,Kat Coiro,L!fe Happens
997,5.7,John Carpenter,Escape from L.A.
166,5.7,Ang Lee,Hulk
1315,5.7,Jeff Nathanson,The Last Shot
2328,5.7,Jake Kasdan,Bad Teacher
1478,5.7,David Ayer,Sabotage
3160,5.7,Joshua Seftel,"War, Inc."
4758,5.7,Corbin Bernsen,Rust
1990,5.7,Taylor Hackford,Love Ranch
2929,5.7,Scott Alexander,Screwed
1069,5.7,Garry Marshall,The Princess Diaries 2: Royal Engagement
1837,5.7,Garry Marshall,New Year's Eve
2004,5.7,Tim Story,Think Like a Man Too
538,5.7,F. Gary Gray,Be Cool
1056,5.7,Joe Roth,America's Sweethearts
1714,5.7,Olivier Dahan,Grace of Monaco
4379,5.7,Youssef Delara,Filly Brown
4367,5.7,Boris Rodriguez,Eddie: The Sleepwalking Cannibal
2712,5.7,Daniele Luchetti,Chiamatemi Francesco - Il Papa della gente
906,5.7,Garry Marshall,Valentine's Day
2832,5.7,Paul Weitz,Admission
3411,5.7,Salim Akil,Jumping the Broom
4432,5.7,Levan Gabriadze,Unfriended
2315,5.7,Alejandro Amenábar,Regression
1374,5.7,John Frankenheimer,Reindeer Games
2957,5.7,Yimou Zhang,"A Woman, a Gun and a Noodle Shop"
2939,5.7,Roger Spottiswoode,The Pursuit of D.B. Cooper
4614,5.7,Chris Kentis,Open Water
862,5.7,Akiva Schaffer,The Watch
1397,5.7,Seth Gordon,Identity Thief
3856,5.7,Mora Stephens,Zipper
1470,5.7,John Milius,Flight of the Intruder
3976,5.7,James DeMonaco,The Purge
3148,5.7,Eric Blakeney,Gun Shy
1357,5.7,Kirk Jones,What to Expect When You're Expecting
372,5.7,Paul Verhoeven,Hollow Man
3394,5.7,Joe Dante,The Hole
2372,5.7,Kevin Rodney Sullivan,Barbershop 2: Back in Business
2149,5.7,Charles Stone III,Drumline
4329,5.7,Adam Green,Hatchet
3970,5.7,Tod Williams,Paranormal Activity 2
3966,5.7,Brandon Cronenberg,Antiviral
3188,5.7,Patrick Lussier,White Noise 2: The Light
2764,5.7,James Ivory,Jefferson in Paris
885,5.7,Walter Hill,Bullet to the Head
678,5.7,Michael Lehmann,Hudson Hawk
2716,5.7,Gregory Jacobs,Magic Mike XXL
284,5.7,Tim Burton,Planet of the Apes
4240,5.7,Paul Bunnell,The Ghastly Love of Johnny X
1529,5.7,Jared Hess,Nacho Libre
1812,5.7,Barry Levinson,What Just Happened
3760,5.7,Nicolas Winding Refn,Only God Forgives
1261,5.7,Christian Duguay,The Art of War
2727,5.7,Vidhu Vinod Chopra,Broken Horses
1792,5.7,Todd Graff,Joyful Noise
783,5.7,Scott Stewart,Priest
810,5.7,Peter MacDonald,Rambo III
4228,5.7,Conor McMahon,Stitches
4189,5.7,Kevin Tenney,Witchboard
2599,5.7,Joel Gallen,Not Another Teen Movie
302,5.7,Peter Hyams,End of Days
1506,5.7,Gabriele Muccino,Playing for Keeps
3272,5.7,Ekachai Uekrongtham,Skin Trade
1255,5.7,Steven Brill,Drillbit Taylor
4114,5.7,Michael D. Sellers,Eye of the Dolphin
2402,5.7,Jessie Nelson,Love the Coopers
2353,5.7,Emile Ardolino,The Nutcracker
2137,5.7,Jeannot Szwarc,Jaws 2
338,5.7,Simon West,Lara Croft: Tomb Raider
723,5.7,Ryan Murphy,Eat Pray Love
2793,5.7,Renny Harlin,A Nightmare on Elm Street 4: The Dream Master
2534,5.7,Clare Kilner,How to Deal
3077,5.7,Salim Akil,Sparkle
1555,5.7,Tom Reeve,George and the Dragon
2645,5.7,Mike Nawrocki,The Pirates Who Don't Do Anything: A VeggieTales Movie
4661,5.7,Joel Paul Reisig,Rodeo Girl
490,5.7,Joe Dante,Looney Tunes: Back in Action
2086,5.7,Uli Edel,The Little Vampire
37,5.7,Michael Bay,Transformers: Age of Extinction
496,5.7,Antony Hoffman,Red Planet
4138,5.7,Steve Miner,Friday the 13th Part III
4243,5.7,James Cox,Straight A's
3249,5.7,Bart Freundlich,Trust the Man
1778,5.7,Camille Delamarre,Brick Mansions
4640,5.7,C. Jay Cox,Kiss the Bride
3018,5.7,Rowan Joffe,Brighton Rock
4073,5.7,George A. Romero,Diary of the Dead
4078,5.7,Thorbjørn Christoffersen,Journey to Saturn
4482,5.7,Griffin Dunne,Lisa Picard Is Famous
1494,5.7,Joachim Rønning,Bandidas
774,5.7,Peter Hyams,The Relic
2369,5.7,Mike Mitchell,Deuce Bigalow: Male Gigolo
2809,5.7,John Lafia,Child's Play 2
3247,5.7,Stewart Raffill,The Ice Pirates
2741,5.7,Kevin Bray,All About the Benjamins
2413,5.7,Rob Reiner,And So It Goes
1197,5.7,Bobby Farrelly,Dumb and Dumber To
3266,5.7,Martyn Pick,"Ultramarines: A Warhammer 40,000 Movie"
1269,5.7,Stephen Hopkins,The Reaping
3317,5.7,John Schultz,Drive Me Crazy
2576,5.7,JK Youn,Tidal Wave
3770,5.7,Randal Kleiser,The Blue Lagoon
4514,5.7,Stefan C. Schaefer,My Last Day Without You
3567,5.7,Rick Bieber,The 5th Quarter
1704,5.6,Kaige Chen,The Promise
942,5.6,Tom Dey,Failure to Launch
4497,5.6,Darren Stein,Sparkler
1939,5.6,James Bridges,"Bright Lights, Big City"
1680,5.6,Rob Reiner,Alex & Emma
588,5.6,M. Night Shyamalan,Lady in the Water
589,5.6,Paul W.S. Anderson,AVP: Alien vs. Predator
2601,5.6,Rob Cohen,The Skulls
2692,5.6,Khalil Sullins,Listening
1794,5.6,Steve Miner,Lake Placid
417,5.6,Tarsem Singh,Mirror Mirror
787,5.6,Brian De Palma,The Black Dahlia
1695,5.6,Brad Furman,Runner Runner
1905,5.6,Victor Salva,Jeepers Creepers II
4403,5.6,Laurent Bouhnik,Q
4575,5.6,Jonathan Levine,All the Boys Love Mandy Lane
562,5.6,Andy Tennant,Fool's Gold
1906,5.6,Mark Helfrich,Good Luck Chuck
3982,5.6,Kunihiko Yuyama,Pokémon 3: The Movie
1942,5.6,Richard Kelly,The Box
4485,5.6,Johnny Remo,Hardflip
2470,5.6,Sam Weisman,Dickie Roberts: Former Child Star
832,5.6,Tom Shadyac,The Nutty Professor
1709,5.6,Simon West,Wild Card
888,5.6,Anthony Russo,"You, Me and Dupree"
819,5.6,Sean Anders,That's My Boy
2457,5.6,Jim Gillespie,I Know What You Did Last Summer
627,5.6,Joseph Ruben,Money Train
4241,5.6,Phil Morrison,All Is Bright
876,5.6,Karey Kirkpatrick,Imagine That
500,5.6,Paul W.S. Anderson,Pompeii
3139,5.6,Harley Cokeliss,Malone
869,5.6,Andrew Davis,Chain Reaction
4518,5.6,Robert Heath,Truth or Die
461,5.6,Shawn Levy,The Pink Panther
4460,5.6,James Toback,Two Girls and a Guy
2396,5.6,Brandon Camp,Love Happens
4261,5.6,Daniel Stamm,The Last Exorcism
3124,5.6,Scott Kalvert,Deuces Wild
4546,5.6,Rich Christiano,Time Changer
2962,5.6,Renny Harlin,5 Days of War
1896,5.6,John Eng,Rugrats Go Wild
476,5.6,Ron Underwood,Mighty Joe Young
794,5.6,Walter Salles,Dark Water
915,5.6,Steve Oedekerk,Barnyard
2323,5.6,James McTeigue,Survivor
2468,5.6,Daniel Barnz,Beastly
492,5.6,Richard Donner,Timeline
2466,5.6,Michael Lehmann,40 Days and 40 Nights
4841,5.6,Dan Reed,Closure
447,5.6,Seth Gordon,Four Christmases
617,5.6,Will Finn,Legends of Oz: Dorothy's Return
2702,5.6,Russell Mulcahy,Silent Trigger
606,5.6,Joel Schumacher,Bad Company
1933,5.6,Troy Nixey,Don't Be Afraid of the Dark
4853,5.6,Joe Swanberg,Happy Christmas
2465,5.6,Kevin Greutert,Saw 3D: The Final Chapter
4852,5.6,Brandon Trost,The FP
105,5.6,Wolfgang Petersen,Poseidon
3067,5.6,Bob Dolman,The Banger Sisters
1421,5.6,Dennis Dugan,The Benchwarmers
2190,5.6,Nelson McCormick,The Stepfather
4715,5.6,Niall Johnson,The Big Swap
1132,5.6,Brian Gibson,The Juror
42,5.6,Martin Campbell,Green Lantern
1022,5.6,Mike Nichols,What Planet Are You From?
3482,5.6,Mark Tonderai,House at the End of the Street
3819,5.6,Henry Hobson,Maggie
379,5.6,Brian De Palma,Mission to Mars
2253,5.6,Renny Harlin,12 Rounds
1008,5.6,David Gordon Green,Your Highness
2016,5.6,Robert Luketic,Win a Date with Tad Hamilton!
2671,5.6,Wil Shriner,Hoot
2042,5.6,Michael Dinner,The Crew
3714,5.6,Billy Kent,The Oh in Ohio
4599,5.6,Gene Teigland,Arnolds Park
4598,5.6,Jon Gunn,Mercy Streets
2586,5.6,Tyler Perry,Why Did I Get Married?
2235,5.6,Chris Koch,A Guy Thing
1319,5.6,Michael Lehmann,Because I Said So
2827,5.6,Blair Hayes,Bubble Boy
1107,5.6,Mathieu Kassovitz,Babylon A.D.
219,5.6,Tim Story,Fantastic 4: Rise of the Silver Surfer
368,5.6,Chris Columbus,Pixels
1336,5.6,Michael Apted,Enough
2810,5.6,Sam Miller,No Good Deed
1456,5.6,Gary Chapman,Valiant
1339,5.6,Luis Mandoki,Angel Eyes
1091,5.6,Jesse Dylan,Kicking & Screaming
3391,5.6,Jeta Amata,Black November
1634,5.6,John Stockwell,Blue Crush
1084,5.6,David McNally,Coyote Ugly
1362,5.6,Kevin Smith,Cop Out
346,5.6,Renny Harlin,Cutthroat Island
3298,5.6,Jay Chandrasekhar,Club Dread
2070,5.6,Christopher Spencer,Son of God
2335,5.6,William Malone,House on Haunted Hill
3601,5.6,Darren Grant,Diary of a Mad Black Woman
1524,5.6,David Wain,Wanderlust
3307,5.6,Martin Lawrence,A Thin Line Between Love and Hate
2653,5.6,Albert Brooks,The Muse
201,5.6,Robert Schwentke,R.I.P.D.
1535,5.6,Justin Zackham,The Big Wedding
3658,5.6,Ice Cube,The Players Club
2531,5.6,Nick Gomez,Drowning Mona
3624,5.6,Liv Ullmann,Miss Julie
1505,5.6,Hugh Hudson,I Dreamed of Africa
3320,5.6,Jonas Elmer,New in Town
1515,5.6,David R. Ellis,Snakes on a Plane
2276,5.6,Robert Rodriguez,Machete Kills
3351,5.6,Keith Gordon,The Singing Detective
1510,5.5,Andrzej Bartkowiak,Exit Wounds
2187,5.5,Steve Beck,Ghost Ship
645,5.5,Lawrence Kasdan,Dreamcatcher
4229,5.5,Chris Shadley,Nine Dead
3112,5.5,Jorma Taccone,MacGruber
2170,5.5,Kevin Rodney Sullivan,How Stella Got Her Groove Back
2022,5.5,Alexandre Aja,Piranha 3D
649,5.5,Michael Lembeck,The Santa Clause 2
3238,5.5,Daniel Taplitz,Breakin' All the Rules
719,5.5,Peter Billingsley,Couples Retreat
1340,5.5,John Pasquin,Joe Somebody
3546,5.5,Matt Piedmont,Casa de mi Padre
2636,5.5,David Nutter,Disturbing Behavior
4325,5.5,Simeon Rice,Unsullied
4807,5.5,Melvin Van Peebles,Sweet Sweetback's Baadasssss Song
4525,5.5,Blair Erickson,Banshee Chapter
3045,5.5,Geoffrey Sax,White Noise
4048,5.5,David Wain,They Came Together
4047,5.5,Marcio Garcia,Open Road
290,5.5,Paul Weitz,Little Fockers
729,5.5,Chuck Russell,The Scorpion King
113,5.5,Oliver Stone,Alexander
462,5.5,Scott Derrickson,The Day the Earth Stood Still
1074,5.5,Robert Luketic,Monster-in-Law
149,5.5,Paul Feig,Ghostbusters
713,5.5,Steve Carr,Daddy Day Care
162,5.5,Alex Proyas,Gods of Egypt
3025,5.5,Ruairi Robinson,The Last Days on Mars
2133,5.5,Adam Shankman,Bringing Down the House
2667,5.5,David Raynr,Whatever It Takes
2414,5.5,Jeff Kanew,Troop Beverly Hills
259,5.5,Raja Gosnell,The Smurfs
700,5.5,Tim Hill,Hop
2628,5.5,Robert Harmon,Nowhere to Run
4267,5.5,J. Lee Thompson,Battle for the Planet of the Apes
4156,5.5,Anthony O'Brien,The Timber
3072,5.5,Greg Coolidge,Employee of the Month
1190,5.5,Wes Craven,Scream 3
92,5.5,Roland Emmerich,Independence Day: Resurgence
2437,5.5,Tran Anh Hung,I Come with the Rain
173,5.5,Bill Condon,The Twilight Saga: Breaking Dawn - Part 2
798,5.5,David Koepp,Mortdecai
2734,5.5,Jamie Blanks,Urban Legend
1475,5.5,Dominic Sena,Whiteout
337,5.5,Sergey Bodrov,Seventh Son
2726,5.5,John Cornell,Crocodile Dundee II
1501,5.5,Simon West,Stolen
3740,5.5,Eric Bross,We Have Your Husband
2523,5.5,Sheldon Lettich,Double Impact
3354,5.5,Andrew Wilson,The Wendell Baker Story
2795,5.5,Danny Leiner,"Dude, Where's My Car?"
2995,5.5,Tobe Hooper,Invaders from Mars
3758,5.5,Tobe Hooper,The Texas Chainsaw Massacre 2
3088,5.5,Mark Rosman,The Perfect Man
1129,5.5,Andy Tennant,The Bounty Hunter
825,5.5,Adam Shankman,The Pacifier
4495,5.5,Benjamin Dickinson,Creative Control
4723,5.5,Jesse Peretz,"First Love, Last Rites"
2484,5.5,Paul Weitz,American Dreamz
3386,5.5,Larry Charles,Masked and Anonymous
1241,5.5,Joan Chen,Autumn in New York
356,5.5,McG,Charlie's Angels
2267,5.5,Les Mayfield,The Man
2494,5.5,Richard Kelly,Southland Tales
4356,5.5,Jon Knautz,Girl House
2684,5.5,Katja von Garnier,Blood and Chocolate
415,5.5,Andrew Davis,Collateral Damage
895,5.5,Harold Becker,Domestic Disturbance
2730,5.5,Patrick Lussier,My Bloody Valentine
1901,5.5,Bille Woodruff,Beauty Shop
1650,5.5,Sam Weisman,What's the Worst That Could Happen?
2753,5.5,Chris Rock,I Think I Love My Wife
2332,5.5,Steve Beck,Thir13en Ghosts
1900,5.5,Fred Wolf,The House Bunny
1685,5.5,Neil Jordan,In Dreams
972,5.5,John Landis,Beverly Hills Cop III
375,5.5,Jan de Bont,Lara Croft Tomb Raider: The Cradle of Life
1659,5.5,Brett Leonard,Virtuosity
4353,5.5,Edward Dmytryk,Shalako
578,5.5,Garry Marshall,Runaway Bride
3134,5.5,John Putch,Atlas Shrugged II: The Strike
4746,5.5,Greg Harrison,November
2312,5.5,Daniel Algrant,People I Know
1675,5.5,Howard Deutch,The Whole Ten Yards
4378,5.5,Douglas Cheek,C.H.U.D.
1066,5.5,David Zucker,Scary Movie 3
1023,5.5,Patrick Lussier,Drive Angry
3178,5.5,Michael Meredith,The Open Road
3932,5.5,Avi Nesher,Taxman
1665,5.5,Charles Stone III,Mr 3000
873,5.5,Karyn Kusama,Æon Flux
4870,5.5,Malcolm Goodwin,A True Story
4571,5.5,Ti West,The Innkeepers
913,5.5,Paul Hunter,Bulletproof Monk
367,5.5,Dennis Dugan,You Don't Mess with the Zohan
1003,5.4,Stephen Herek,Man of the House
943,5.4,Hideo Nakata,The Ring Two
2040,5.4,Jonathan Newman,The Adventurer: The Curse of the Midas Box
3589,5.4,Christopher M. Bessette,Trade of Innocents
4500,5.4,Frank Whaley,The Jimmy Show
3010,5.4,Daisy von Scherler Mayer,The Guru
3581,5.4,William Kaufman,The Hit List
2735,5.4,Tyler Perry,Good Deeds
419,5.4,Jon Amiel,The Core
1157,5.4,Catherine Hardwicke,Red Riding Hood
2590,5.4,Shawn Levy,Big Fat Liar
3369,5.4,James Nunn,Green Street 3: Never Back Down
142,5.4,Simon Wells,Mars Needs Moms
3974,5.4,Jack Sholder,A Nightmare on Elm Street 2: Freddy's Revenge
3194,5.4,Gurinder Chadha,It's a Wonderful Afterlife
382,5.4,Mick Jackson,Volcano
3978,5.4,David Raynr,Martin Lawrence Live: Runteldat
4279,5.4,Corey Grant,Dysfunctional Friends
2314,5.4,Julie Taymor,The Tempest
3026,5.4,Jaume Balagueró,Darkness
260,5.4,Will Finn,Home on the Range
2657,5.4,RZA,The Man with the Iron Fists
4205,5.4,Mitchell Lichtenstein,Teeth
4813,5.4,Pat Holden,When the Lights Went Out
1427,5.4,John Moore,Max Payne
2923,5.4,Wallace Wolodarsky,Sorority Boys
721,5.4,Adam Shankman,Cheaper by the Dozen 2
1418,5.4,Walt Becker,Old Dogs
4214,5.4,Danny Provenzano,This Thing of Ours
4686,5.4,Matt Jackson,Love in the Time of Monsters
4591,5.4,Ryan Smith,After
4223,5.4,Catherine Hardwicke,Plush
2020,5.4,Ron Shelton,Play It to the Bone
741,5.4,Brian Levant,Jingle All the Way
3330,5.4,Joe Nussbaum,Prom
2846,5.4,John Stainton,The Crocodile Hunter: Collision Course
305,5.4,Joel Schumacher,Batman Forever
3938,5.4,Mark Young,Wicked Blood
2893,5.4,David Moreau,The Eye
751,5.4,Geoff Murphy,Under Siege 2: Dark Territory
3064,5.4,Brett Leonard,The Lawnmower Man
312,5.4,Brad Silberling,Land of the Lost
74,5.4,Tom Shadyac,Evan Almighty
263,5.4,Raja Gosnell,The Smurfs 2
2159,5.4,Steve Trenbirth,The Jungle Book 2
3698,5.4,Scott Marshall,Keeping Up with the Steins
1497,5.4,Ken Scott,Unfinished Business
3558,5.4,Jon Knautz,Goddess of Love
1600,5.4,Chris Weitz,Down to Earth
3487,5.4,John R. Leonetti,Annabelle
4016,5.4,Darren Stein,Jawbreaker
4304,5.4,Adam Goldberg,I Love Your Work
1110,5.4,John Schultz,Aliens in the Attic
834,5.4,Sam Weisman,George of the Jungle
1615,5.4,William Shatner,Star Trek V: The Final Frontier
3858,5.4,Mike Figgis,The Loss of Sexual Innocence
2144,5.4,Keenen Ivory Wayans,White Chicks
3253,5.4,Kevin Tancharoen,Glee: The 3D Concert Movie
2515,5.4,Cyrus Nowrasteh,The Young Messiah
2756,5.4,Mark Waters,Head Over Heels
4520,5.4,Jeffrey St. Jules,Bang Bang Baby
3377,5.4,Eli Roth,Hostel: Part II
640,5.4,Doug Lefler,The Last Legion
4904,5.4,Thomas L. Phillips,Sanctuary; Quite a Conundrum
1861,5.4,Oleg Stepchenko,Viy
608,5.4,Betty Thomas,I Spy
4615,5.4,Matt Walsh,High Road
1376,5.4,Cameron Crowe,Aloha
4022,5.4,Kevin Smith,Tusk
2339,5.4,Shawn Levy,Just Married
3392,5.4,Siddharth Anand,Ta Ra Rum Pum
541,5.4,Robert Luketic,Killers
225,5.4,Rob Minkoff,Stuart Little 2
3828,5.4,William Arntz,What the #$*! Do We (K)now!?
1088,5.4,Luis Llosa,The Specialist
2757,5.4,Josh Schwartz,Fun Size
4848,5.4,Julie Davis,"I Love You, Don't Touch Me!"
4880,5.4,Damir Catic,Her Cry: La Llorona Investigation
618,5.4,Michael Mann,Blackhat
1947,5.4,Ringo Lam,Maximum Risk
2219,5.4,Steve Rash,Under the Rainbow
1120,5.4,Danny Pang,Bangkok Dangerous
3781,5.4,Andrew Erwin,Moms' Night Out
2902,5.4,John Frankenheimer,Prophecy
670,5.4,Paul W.S. Anderson,Resident Evil: Retribution
1392,5.4,Robert Rodriguez,Spy Kids
3761,5.4,Christophe Ali,Camping sauvage
62,5.4,Lana Wachowski,Jupiter Ascending
532,5.4,Thor Freudenthal,Hotel for Dogs
1671,5.4,Ellory Elkayem,Eight Legged Freaks
1608,5.4,Gary Winick,Bride Wars
1770,5.4,Michael Ritchie,A Simple Wish
2100,5.4,John Curran,Stone
3757,5.4,Scott Foley,Let's Kill Ward's Wife
4828,5.4,Nate Parker,The Birth of a Nation
4449,5.4,Eli Roth,The Green Inferno
4797,5.4,James Kerwin,Yesterday Was a Lie
443,5.4,Dennis Dugan,Grown Ups 2
1383,5.4,Chris Rock,Head of State
1148,5.4,Reginald Hudlin,Boomerang
1769,5.4,Brian Levant,The Spy Next Door
2519,5.4,John Whitesell,See Spot Run
3038,5.3,Shintaro Shimosawa,Misconduct
2236,5.3,Amy Heckerling,Loser
4817,5.3,Deborah Anderson,Aroused
3006,5.3,Dewey Nicks,Slackers
2913,5.3,Tim Hill,Max Keeble's Big Move
230,5.3,James L. Brooks,How Do You Know
4213,5.3,Jugal Hansraj,Roadside Romeo
2406,5.3,Chris Columbus,"I Love You, Beth Cooper"
1369,5.3,Fedor Bondarchuk,Obitaemyy ostrov
3554,5.3,Mark Tarlov,Simply Irresistible
4276,5.3,Tony Krantz,Sublime
605,5.3,Ron Howard,The Dilemma
1381,5.3,Andrew Bergman,Isn't She Great
3457,5.3,Bob Gosse,I Hope They Serve Beer in Hell
1437,5.3,Jaume Collet-Serra,House of Wax
3360,5.3,Claudia Llosa,Aloft
4245,5.3,Michael Moore,Slacker Uprising
3001,5.3,Gregory Poirier,Tomcats
3469,5.3,David Lam,Z Storm
1429,5.3,Alan Poul,The Back-up Plan
2304,5.3,Angelina Jolie Pitt,By the Sea
2446,5.3,David Hayter,Wolves
1264,5.3,Sam Weisman,The Out-of-Towners
2908,5.3,Elizabeth Allen Rosenbaum,Aquamarine
3471,5.3,Vladlen Barbe,Snow Queen
1504,5.3,Rand Ravich,The Astronaut's Wife
3618,5.3,George Ratliff,Salvation Boulevard
2936,5.3,Jane Campion,In the Cut
1322,5.3,Charles S. Dutton,Against the Ropes
551,5.3,Ron Shelton,Hollywood Homicide
3033,5.3,Sajid Khan,Housefull
2916,5.3,Lionel C. Martin,How to Be a Player
574,5.3,Betty Thomas,Doctor Dolittle
1915,5.3,Ronny Yu,Bride of Chucky
4167,5.3,Chris Kentis,Silent House
2673,5.3,Tina Gordon Chism,Peeples
1993,5.3,Ridley Scott,The Counselor
4090,5.3,Tony Giglio,Timber Falls
2389,5.3,Rick Friedberg,Spy Hard
1940,5.3,Steve Barron,The Adventures of Pinocchio
4523,5.3,Jonathan Meyers,A Fine Step
4849,5.3,Myles Berkowitz,20 Dates
2207,5.3,Renny Harlin,The Covenant
882,5.3,Jim Gillespie,Eye See You
4035,5.3,Tim Heidecker,Tim and Eric's Billion Dollar Movie
1767,5.3,Donald Petrie,Just My Luck
314,5.3,Ericson Core,Point Break
4013,5.3,Tom Schulman,8 Heads in a Duffel Bag
1550,5.3,Norman Jewison,Bogus
2528,5.3,Robert Iscove,Boys and Girls
2206,5.3,Anthony Bell,Alpha and Omega
4012,5.3,Anthony Hickox,Warlock: The Armageddon
4146,5.3,Rita Merson,Always Woodstock
2014,5.3,George Gallo,Double Take
480,5.3,Steven Brill,Little Nicky
3156,5.3,Bob Odenkirk,The Brothers Solomon
3215,5.3,David Hackl,Into the Grizzly Maze
4070,5.3,John Carl Buechler,Friday the 13th Part VII: The New Blood
3110,5.3,Joe Nussbaum,Sleepover
1162,5.3,Julie Anne Robinson,One for the Money
2675,5.3,Vicky Jenson,Post Grad
2084,5.3,Harry Elfont,Josie and the Pussycats
1108,5.3,John Gray,The Glimmer Man
1726,5.3,Ben Falcone,The Boss
1725,5.3,Reginald Hudlin,Serving Sara
2689,5.3,Michael Chapman,The Clan of the Cave Bear
3765,5.3,Leonard Farlinger,All Hat
4631,5.3,Neema Barnette,Civil Brand
2388,5.3,Bille Woodruff,Honey
1516,5.3,Joe Charbanic,The Watcher
3333,5.3,Fina Torres,Woman on Top
4032,5.3,Leslye Headland,Bachelorette
3929,5.3,Angela Robinson,D.E.B.S.
343,5.3,John Moore,A Good Day to Die Hard
4043,5.3,Will Canon,Demonic
2593,5.3,Jim Fall,The Lizzie McGuire Movie
3667,5.3,Harmony Korine,Spring Breakers
4593,5.3,Anna Mastro,Walter
3283,5.3,Tom Elkins,The Haunting in Connecticut 2: Ghosts of Georgia
750,5.3,Kevin Donovan,The Tuxedo
2019,5.3,Brian Robbins,Ready to Rumble
4187,5.3,Jerry Jameson,Captive
3690,5.3,J.S. Cardone,The Forsaken
1670,5.3,Kevin Hooks,Fled
3082,5.3,Joseph Zito,Invasion U.S.A.
1420,5.3,Ken Kwapis,License to Wed
3985,5.3,Patrick Read Johnson,Spaced Invaders
1782,5.3,Malcolm D. Lee,"Welcome Home, Roscoe Jenkins"
2278,5.3,Fred Wolf,Strange Wilderness
1663,5.2,Nick Hurran,Little Black Book
664,5.2,Will Gluck,Annie
1895,5.2,Cathy Malkasian,The Wild Thornberrys Movie
3204,5.2,Sarik Andreasyan,American Heist
3996,5.2,David Raynr,Trippin'
2440,5.2,Chuck Russell,I Am Wrath
1840,5.2,Donald Petrie,Welcome to Mooseport
828,5.2,Tim Hill,Alvin and the Chipmunks
72,5.2,Rob Cohen,The Mummy: Tomb of the Dragon Emperor
1846,5.2,Alan Shapiro,Flipper
458,5.2,Les Mayfield,Flubber
1365,5.2,Catherine Hardwicke,Twilight
2731,5.2,Sylvain White,Stomp the Yard
1354,5.2,J Blakeson,The 5th Wave
468,5.2,Frank Coraci,Zookeeper
1349,5.2,Steve Miner,Texas Rangers
221,5.2,Mark Steven Johnson,Ghost Rider
3807,5.2,Kenny Ortega,High School Musical
4053,5.2,Youssef Delara,Enter the Dangerous Mind
3645,5.2,David Gelb,The Lazarus Effect
